loan_id,age,income,credit_score,loan_amount,employment_years,num_defaults,has_collateral,default_risk
695,33,56876,679,33507,0,5,0,1
696,57,83056,702,1000,1,0,1,0
697,50,48173,568,4584,2,0,0,0
698,23,70817,653,54602,8,5,0,1
699,25,49008,467,9291,20,1,0,0
700,47,126702,669,34162,17,2,0,0
701,51,82729,718,14695,16,0,1,1
702,29,62368,624,26195,2,3,1,0
703,29,111776,813,15501,7,4,1,0
704,27,20000,570,33423,14,5,1,1
705,49,20000,669,27051,6,3,0,1
706,21,97854,646,18275,9,3,0,0
707,49,72116,640,9247,15,3,1,0
708,44,78765,639,29016,8,2,1,1
709,44,23576,659,6809,14,3,1,0
710,54,69186,726,31412,26,5,0,1
711,47,140122,773,64397,10,1,1,0
712,57,98846,649,45252,22,2,1,1
713,59,75939,723,35775,17,3,0,0
714,67,54633,586,23715,0,3,0,1
715,60,56189,718,1000,2,0,1,0
716,46,20000,581,5165,4,1,0,1
717,45,79017,748,44241,4,3,1,1
718,32,99591,848,13153,11,4,1,1
719,50,20000,639,14511,17,4,0,1
720,27,46850,452,22515,23,5,0,1
721,67,29488,600,9069,14,4,1,1
722,63,36212,760,6598,7,3,0,0
723,26,71871,699,24242,0,1,1,1
724,60,20000,672,11627,12,2,0,0
725,26,91499,740,13884,12,4,0,0
726,57,96384,693,13282,13,2,1,0
727,25,61211,759,32835,30,4,1,0
728,45,20000,732,21518,23,0,1,0
729,53,35125,786,22321,19,0,1,0
730,57,113151,682,33954,3,1,1,1
731,41,20000,731,22869,7,1,1,0
732,67,57836,622,20826,11,3,1,1
733,59,28699,595,32056,5,3,0,1
734,31,98159,803,35022,16,3,0,1
735,54,46371,669,22793,15,1,1,0
736,57,84138,722,26209,2,3,1,0
737,37,89791,661,13273,22,0,1,0
738,57,134267,597,12089,12,2,1,0
739,65,62897,650,36537,0,0,1,0
740,61,83161,779,31674,11,0,1,0
741,59,20000,699,31829,14,0,0,0
742,52,111664,495,29212,20,0,0,0
743,34,43382,630,25693,8,2,0,1
744,60,50373,810,35446,19,3,1,0
745,39,69221,630,39026,13,3,1,1
746,47,20000,487,38668,0,2,0,1
747,36,78006,820,23488,0,1,0,0
748,36,103861,711,45804,22,0,0,0
749,28,80252,643,28426,22,4,0,1
750,69,20000,616,34485,14,5,0,0
751,28,65666,747,29231,25,1,0,0
752,25,95971,601,28705,21,1,1,0
753,67,20000,753,13963,18,1,1,0
754,48,32383,698,35520,3,1,0,1
755,42,100679,672,67679,27,1,0,0
756,57,79453,663,19378,16,2,1,0
757,40,84419,634,26064,8,4,1,1
758,27,135082,744,18306,5,4,1,1
759,57,86399,572,17679,14,5,1,0
760,29,93026,504,48166,0,2,0,0
761,48,164876,705,14905,18,2,1,1
762,68,62516,706,17888,3,2,1,1
763,67,42074,693,1187,15,0,1,0
764,39,84972,686,13635,7,2,1,0
765,60,85364,621,1000,9,1,0,0
766,51,51564,720,34477,5,2,0,1
767,44,33866,645,66995,10,0,1,0
768,27,150844,606,19499,29,4,0,1
769,39,81439,621,1000,24,5,0,1
770,53,44370,831,38499,15,5,0,1
771,70,102057,493,14096,11,0,1,0
772,21,66179,694,44490,19,0,0,0
773,56,61149,498,20769,22,5,0,1
774,63,89679,640,15522,4,5,1,1
775,68,24784,610,22330,11,3,1,0
776,42,82341,462,36366,0,1,0,0
777,26,136953,685,21588,22,3,1,0
778,34,86316,615,17549,30,3,1,0
779,63,56832,461,22017,12,5,0,1
780,64,52251,725,5922,0,3,0,1
781,52,55638,779,30955,17,0,1,0
782,27,61111,784,1000,3,4,0,1
783,27,56776,682,18338,6,4,0,1
784,44,102070,654,36390,17,1,1,0
785,50,20000,769,29545,14,0,0,1
786,22,100170,801,33854,7,0,0,0
787,55,56710,752,24024,6,5,0,0
788,48,83193,565,42546,13,2,0,0
789,21,30555,668,38870,8,3,0,1
790,25,116502,689,31692,2,5,0,1
791,43,113597,487,38913,9,0,1,0
792,57,103585,692,36256,15,1,1,0
793,62,20000,850,18408,10,4,1,1
794,42,99019,707,4841,0,3,0,0
795,35,84169,782,31305,20,0,0,1
796,69,20000,666,33191,0,4,0,1
797,43,69149,643,41357,7,0,1,0
798,36,82758,684,10955,6,4,1,1
799,43,89462,576,11403,13,4,1,1
800,21,76204,563,31898,17,4,1,1
801,36,80193,763,23932,22,2,1,0
802,46,121576,773,1000,5,1,0,0
803,66,112911,560,30626,17,5,0,1
804,57,20000,737,1000,13,3,1,0
805,60,58889,642,10821,0,3,1,0
806,48,64237,680,45275,29,0,0,0
807,26,20000,691,52373,0,3,0,1
808,40,73296,739,6765,15,3,1,1
809,70,113706,657,20059,15,1,1,0
810,23,31970,776,25639,14,4,1,0
811,64,81774,677,51718,7,0,1,0
812,55,37946,706,17606,19,4,1,0
813,35,46483,575,17846,0,5,1,1
814,59,121708,844,48230,11,3,0,1
815,62,51010,692,19378,6,0,0,1
816,23,86177,714,35833,5,3,1,1
817,26,20000,505,2842,15,3,0,1
818,54,135181,575,22431,21,3,0,1
819,70,91092,761,1000,8,1,1,0
820,22,63612,675,9168,19,3,0,1
821,54,90144,477,37588,12,1,0,1
822,27,20656,743,24251,3,3,0,0
823,53,111388,601,20213,9,3,0,0
824,52,58660,777,13768,9,3,1,1
825,25,62857,642,21690,5,4,1,1
826,55,52792,668,29516,15,5,1,1
827,65,49677,756,39743,14,4,1,1
828,64,94313,569,1000,0,4,1,1
829,22,78956,560,12523,0,5,0,1
830,33,92811,632,27386,15,1,0,0
831,33,69692,724,23517,4,1,0,0
832,43,87961,530,31050,14,3,0,1
833,28,55340,499,29013,19,2,1,0
834,63,148040,724,20426,0,4,0,1
835,59,20000,595,17097,0,0,0,0
836,61,114132,614,21317,27,0,0,0
837,30,117876,482,42231,15,4,0,1
838,21,40174,588,14019,8,4,1,1
839,66,148024,649,24057,3,1,0,0
840,35,104842,733,27750,7,1,0,0
841,53,103989,580,48405,1,3,0,1
842,66,70980,799,20495,19,2,0,0
843,22,62397,588,39382,5,1,1,1
844,21,62670,588,43479,21,3,0,1
845,21,83668,788,24043,8,4,0,1
846,28,119041,669,21839,2,4,0,0
847,23,76345,600,20064,8,4,0,1
848,61,38099,636,21162,0,3,0,1
849,51,98854,771,37813,10,5,1,1
850,70,102240,781,28465,10,1,0,0
851,61,92913,576,28529,19,0,0,0
852,69,96092,646,8121,0,0,0,0
853,32,60517,658,10487,22,5,0,1
854,35,37485,561,57151,19,3,0,0
855,63,39613,644,22332,23,1,1,0
856,33,20000,650,13378,11,5,0,1
857,23,78293,752,46466,21,1,1,0
858,54,67079,758,29227,0,3,1,1
859,61,54600,620,33672,18,1,0,0
860,69,20000,630,22929,5,0,1,0
861,67,26343,709,20219,0,1,0,0
862,27,109229,597,22456,1,1,1,1
863,59,46738,702,4258,12,3,0,0
864,63,82620,642,23681,4,0,0,0
865,55,21326,562,29440,15,1,0,0
866,61,120354,563,52756,0,3,1,1
867,62,64959,780,26289,0,2,1,0
868,43,80151,635,1000,24,3,0,1
869,23,151402,797,23590,20,3,1,0
870,43,123075,603,66092,2,5,1,1
871,31,59270,676,37995,11,5,1,0
872,26,49237,850,12836,21,1,0,0
873,27,58605,554,33866,15,4,1,1
874,55,87846,479,13869,13,3,0,1
875,46,66317,765,4692,21,3,0,1
876,47,56166,575,19774,5,4,0,1
877,58,121351,648,26372,12,0,1,0
878,48,66002,597,1000,11,2,1,1
879,52,150485,674,7762,9,4,1,0
880,25,73175,564,25155,8,5,1,1
881,63,132486,633,18877,12,0,0,0
882,43,82506,690,30922,12,2,0,1
883,28,103703,559,6779,2,1,1,0
884,61,44638,586,35711,19,1,1,0
885,57,40118,618,7243,3,0,0,0
886,23,86089,521,49641,10,3,0,1
887,30,104599,611,1000,9,4,1,0
888,21,71408,660,8611,15,3,0,0
889,34,24976,614,31260,0,2,1,0
890,25,22390,625,49963,20,4,1,1
891,56,20050,648,29725,5,3,0,0
892,47,20000,590,33442,22,5,0,1
893,70,73831,712,25263,7,2,1,0
894,58,109376,779,9604,11,1,0,0
895,51,69530,608,17647,29,2,0,0
896,46,20000,693,6821,9,3,0,0
897,23,63323,628,5819,23,2,1,0
898,24,64302,682,31026,12,4,1,1
899,51,143359,790,8152,15,0,0,0
900,21,20000,695,29793,12,3,1,0
901,23,56326,490,5472,19,2,0,0
902,31,129704,690,29445,5,1,0,0
903,65,85749,760,17669,3,3,0,1
904,43,89715,630,46099,6,4,0,1
905,56,74010,739,29855,12,3,1,0
906,41,81548,587,43536,10,0,1,0
907,29,97216,516,13665,18,0,0,0
908,39,41667,662,25842,23,2,1,0
909,25,100732,491,10283,3,4,1,1
910,59,21944,628,18795,5,1,1,0
911,30,81492,765,21068,0,1,0,0
912,39,76255,478,14112,30,5,0,1
913,70,48429,534,6767,14,0,0,0
914,50,69206,557,3797,16,0,0,0
915,43,48211,644,1000,0,0,0,0
916,48,32490,617,9154,11,5,0,1
917,60,57623,775,34412,16,2,0,0
918,33,31360,735,1022,9,0,1,0
919,52,81297,694,4478,21,1,1,0
920,64,29747,663,51863,32,5,1,1
921,49,94919,685,15452,3,4,0,1
922,43,28648,572,29815,2,1,1,0
923,28,50179,727,34634,4,1,1,0
924,33,48138,549,34937,26,0,1,1
925,68,116380,725,2165,21,4,1,0
926,48,81560,756,21534,10,0,1,0
927,36,62589,668,1000,12,1,1,0
928,41,87455,634,61694,4,2,1,0
929,49,20000,686,1076,20,3,1,0
930,47,68490,392,9282,8,3,1,1
931,55,139912,677,9390,9,4,1,1
932,33,74632,639,2550,17,1,0,0
933,53,72376,645,45288,10,2,1,0
934,43,89184,713,61336,9,2,0,0
935,68,101346,643,17863,12,0,1,0
936,28,20000,547,5193,19,4,1,1
937,28,20000,637,1000,26,3,1,0
938,44,77360,656,21338,17,2,0,1
939,46,44979,660,20254,19,5,1,1
940,55,115920,664,15230,10,1,0,0
941,41,58968,743,28320,5,5,0,1
942,66,20000,552,30927,17,4,0,1
943,44,25619,665,29846,13,1,1,0
944,27,20000,766,20258,0,4,0,1
945,26,61805,493,8475,9,4,0,1
946,69,63406,666,34987,11,2,1,0
947,27,55143,597,25187,7,2,1,1
948,68,107760,616,38325,25,5,0,1
949,34,111948,568,36851,16,0,1,1
950,25,64036,634,3673,24,0,0,0
951,36,20000,815,3486,14,3,1,0
952,51,91604,536,13666,12,5,0,1
953,42,89437,544,9156,3,3,1,0
954,60,80828,532,36328,12,0,1,0
955,51,104351,805,30269,12,3,1,0
956,41,29231,608,41487,0,1,1,0
957,52,140306,647,30947,7,4,1,0
958,69,36420,613,28129,9,3,0,1
959,41,96222,565,42995,15,2,0,0
960,28,20000,628,32045,16,3,0,1
961,41,37440,850,26021,6,4,0,1
962,63,123072,775,47206,16,4,1,0
963,31,60868,573,26727,10,2,0,1
964,68,99397,708,20434,0,3,1,0
965,50,78293,575,12432,7,0,0,0
966,51,66326,490,35545,21,2,0,0
967,36,117734,741,43555,0,2,1,1
968,67,61716,754,24241,13,3,1,0
969,22,20000,744,44618,26,5,1,1
970,35,41886,607,1000,5,5,0,1
971,41,89291,634,24168,12,2,1,0
972,44,83842,717,24398,0,3,1,1
973,44,20000,685,14095,26,0,0,0
974,28,44648,614,60757,11,2,1,0
975,32,49639,504,24007,12,4,1,0
976,25,57208,660,18884,24,4,0,0
977,49,21843,747,25389,17,5,0,1
978,38,48007,542,1000,4,2,0,1
979,49,44498,707,13601,6,5,1,1
980,50,97003,679,39748,16,5,1,1
981,56,98319,717,15565,6,3,1,0
982,48,64896,728,12566,0,0,1,0
983,53,56278,587,44642,11,2,0,0
984,50,74897,504,45103,0,4,1,1
985,53,41419,601,32754,26,3,0,1
986,51,29860,730,18173,13,5,1,1
987,36,37092,601,21407,3,4,0,1
988,33,47781,587,12937,5,0,0,0
989,60,29278,486,10078,0,5,0,1
990,38,75672,807,9333,2,2,0,1
991,48,95540,724,15729,21,4,0,1
992,30,20000,719,9479,32,3,1,1
993,42,70879,737,1544,18,2,0,0
994,47,62302,701,28291,11,0,1,0
995,52,81952,628,28518,8,0,0,0
996,47,69547,635,50511,3,3,1,1
997,39,20000,611,14974,30,3,0,1
998,69,25816,850,29441,10,3,0,1
999,46,71029,700,29690,31,0,0,0
1000,61,106007,608,21192,24,3,1,1
1001,57,20000,691,36165,0,0,1,0
1002,48,82100,559,36628,6,0,0,1
1003,65,111636,785,29911,5,2,0,0
1004,27,64644,590,21165,11,3,1,1
1005,67,89257,695,19637,11,3,1,0
1006,63,45392,745,4483,38,5,0,1
1007,46,65822,684,12911,2,5,0,1
1008,57,20000,658,15669,14,2,1,0
1009,47,20000,650,8140,17,4,0,1
1010,34,102996,644,31598,11,0,0,0
1011,60,35525,598,42949,12,5,0,1
1012,33,54056,609,11379,2,2,0,0
1013,36,21474,783,29251,12,4,1,0
1014,46,20651,640,9488,16,5,0,1
1015,62,63915,579,20426,14,4,0,1
1016,40,44464,603,14645,17,5,0,1
1017,45,83228,749,34028,24,0,1,0
1018,23,85838,710,14818,20,1,0,1
1019,26,81229,700,40174,12,3,0,1
1020,23,78351,626,21314,1,3,0,0
1021,24,125221,701,15255,6,0,1,0
1022,64,32634,592,6200,10,4,1,1
1023,63,68077,626,28798,14,0,0,0
1024,62,109644,737,38428,7,5,0,1
1025,23,114258,728,29099,3,0,0,0
1026,24,20238,561,58582,1,2,0,1
1027,35,59067,573,46446,0,4,1,1
1028,49,117534,659,20387,9,3,1,1
1029,37,87782,805,20229,0,4,0,1
1030,45,76834,477,32045,2,4,0,1
1031,29,62381,675,12429,8,5,0,1
1032,57,56566,526,42494,0,2,1,0
1033,36,80087,592,30424,15,5,1,1
1034,24,61166,617,28846,18,3,0,1
1035,58,68509,612,35304,7,5,0,1
1036,66,72750,601,50842,8,4,0,1
1037,21,46267,650,27564,16,0,0,0
1038,42,88624,601,23304,5,3,0,0
1039,62,171998,518,47630,4,5,0,1
1040,56,20000,720,39513,22,0,1,0
1041,63,81340,717,20185,19,5,0,1
1042,41,43393,725,25077,17,0,0,0
1043,39,90209,511,27930,20,5,1,1
1044,56,71629,676,30427,0,4,1,1
1045,28,96664,710,4651,24,0,1,0
1046,32,111142,557,1862,15,4,1,0
1047,51,76734,650,11689,21,0,1,0
1048,54,109621,639,10528,15,3,0,0
1049,26,20000,815,15342,12,5,0,1
1050,46,125665,823,34520,9,1,0,0
1051,39,83127,500,22466,15,1,1,0
1052,46,107724,850,27945,9,2,1,1
1053,68,27304,567,6635,19,2,1,1
1054,24,40923,738,18075,0,0,1,0
1055,70,75107,737,33808,7,2,0,0
1056,43,69403,560,33924,30,1,1,0
1057,59,79907,694,14131,6,0,1,0
1058,42,107958,640,27424,9,1,1,0
1059,36,20000,699,57982,4,0,1,0
1060,59,104083,670,24736,15,5,0,1
1061,55,70289,757,14602,5,5,1,1
1062,28,62867,656,22393,10,2,0,0
1063,56,20000,634,26382,19,5,0,1
1064,58,87606,748,22732,5,2,0,0
1065,40,20000,702,24529,19,5,0,1
1066,67,92693,715,3348,19,1,1,1
1067,53,20000,590,10560,21,1,1,1
1068,37,71871,555,22759,13,4,0,1
1069,21,65829,598,22520,41,1,1,0
1070,54,110933,594,16507,21,4,0,1
1071,31,63747,720,22344,14,2,0,0
1072,58,45705,737,25915,4,2,1,1
1073,47,52268,636,38341,11,2,0,0
1074,44,114550,778,23511,24,4,1,1
1075,29,88770,773,30986,27,0,1,0
1076,56,56502,671,16875,25,4,1,0
1077,29,61724,576,33581,19,4,0,1
1078,41,20000,791,30635,0,4,1,1
1079,62,83596,644,37987,16,5,0,1
1080,67,20000,661,35701,0,4,1,1
1081,70,96312,619,33831,0,3,1,0
1082,68,74501,569,23523,14,2,0,0
1083,48,153543,517,28674,16,2,0,0
1084,31,31495,706,40952,20,4,0,1
1085,62,66406,579,15218,16,2,0,1
1086,61,132940,850,15573,16,3,0,0
1087,70,111698,552,27721,3,0,0,0
1088,53,45632,536,31229,11,1,1,1
1089,28,77838,695,12638,0,1,1,0
1090,46,70069,787,23878,0,2,0,0
1091,43,79868,655,23590,18,3,0,0
1092,63,45546,701,1000,5,4,1,1
1093,40,66873,484,21706,19,2,1,0
1094,37,20000,589,22640,21,0,1,0
1095,25,74729,553,22595,6,3,1,1
1096,62,85750,479,46238,17,0,1,0
1097,58,62040,660,6763,6,5,1,1
1098,23,20000,448,12630,0,4,1,1
1099,42,104598,531,1000,13,1,1,0
1100,44,82758,601,17786,7,1,0,1
1101,44,44589,575,19065,8,0,1,0
1102,66,60178,685,17350,29,2,1,0
1103,28,20000,677,41615,0,0,0,0
1104,36,34110,730,37909,15,5,0,0
1105,30,51176,717,26167,3,0,1,1
1106,33,112994,752,19440,20,3,1,1
1107,66,47617,649,40392,14,3,1,0
1108,68,92407,677,24703,15,1,1,0
1109,23,51158,696,12725,3,4,1,1
1110,52,78678,662,1000,5,0,0,0
1111,32,65051,614,18380,20,5,0,1
1112,30,100556,620,36319,27,4,0,1
1113,35,51281,576,59148,16,3,0,1
1114,30,20000,687,25924,3,5,1,0
1115,45,21631,641,13519,15,2,1,0
1116,70,51384,590,7225,33,1,0,0
1117,50,26282,590,33279,12,0,0,0
1118,57,84357,541,1000,25,5,1,1
1119,45,53698,738,33255,5,2,1,1
1120,21,153111,657,37265,11,4,1,0
1121,25,20000,572,31544,17,1,0,1
1122,34,77127,722,21705,15,5,1,1
1123,33,30521,599,33474,5,5,1,1
1124,63,52730,523,27564,4,1,1,0
1125,63,74949,741,13328,20,2,1,1
1126,63,20000,601,52756,22,4,1,0
1127,52,78288,613,19724,25,1,0,0
1128,48,136601,653,36636,28,0,0,0
1129,53,54129,752,1000,13,1,0,0
1130,41,79093,651,44147,9,3,1,0
1131,54,105872,542,47031,24,0,1,0
1132,60,64261,698,25447,18,2,0,1
1133,59,49666,606,33381,3,5,0,1
1134,51,20000,819,33377,2,0,0,0
1135,23,92434,649,15358,16,0,0,0
1136,57,66039,448,33206,10,2,1,0
1137,39,34556,682,12870,11,0,1,0
1138,58,74430,825,15868,21,0,0,0
1139,47,49571,791,41904,18,1,0,0
1140,65,51505,814,39619,23,0,1,0
1141,37,91220,558,14404,0,4,1,1
1142,67,23156,732,13996,14,0,0,0
1143,63,106656,585,15316,18,3,0,1
1144,37,21080,670,35989,0,4,0,1
1145,45,46805,535,10000,6,3,0,1
1146,47,137303,591,30350,4,3,1,1
1147,59,109457,589,36202,12,2,1,0
1148,55,73416,730,23676,26,5,1,1
1149,63,37081,722,40150,30,0,0,0
1150,39,51475,674,20435,4,0,0,0
1151,46,72564,528,21792,16,5,0,1
1152,42,71313,621,10341,17,0,1,0
1153,66,66819,582,40257,15,1,1,0
1154,36,68920,728,13502,15,1,0,0
1155,50,62496,756,30246,14,0,1,0
1156,27,20000,745,23930,27,0,0,0
1157,63,51922,582,9208,21,3,1,1
1158,40,102011,403,15863,2,3,0,1
1159,38,22108,490,45743,19,0,1,0
1160,50,63365,777,28024,20,5,1,1
1161,45,41308,613,9862,14,0,0,0
1162,63,73897,582,29579,22,4,0,1
1163,47,56397,797,22808,13,4,0,1
1164,46,121708,763,76810,13,3,0,1
1165,26,87730,652,29276,13,2,1,0
1166,22,24086,623,19290,0,0,1,1
1167,40,93492,638,46300,11,1,1,1
1168,70,42887,670,1000,5,5,0,1
1169,66,49805,794,26414,1,2,1,1
1170,52,80983,688,54916,24,0,0,0
1171,52,52788,715,23257,16,4,0,1
1172,40,101249,755,1000,11,4,1,0
1173,29,42892,544,19061,6,0,0,0
1174,21,48336,717,46817,14,0,1,0
1175,37,47027,623,30641,20,0,0,0
1176,36,50202,423,12417,4,0,0,0
1177,30,108471,458,14721,11,3,1,1
1178,33,92007,558,16604,19,0,1,0
1179,22,129848,697,30417,0,3,1,0
1180,51,149367,660,45072,11,1,0,1
1181,67,33924,666,40786,8,5,0,1
1182,55,72464,825,31840,10,4,0,1
1183,43,28832,535,5025,7,2,0,1
1184,42,42783,647,5081,13,2,1,0
1185,36,47947,677,32998,29,0,0,0
1186,28,32999,583,4817,9,0,0,0
1187,50,33183,652,21616,14,3,0,0
1188,49,64950,506,29562,29,0,0,1
1189,21,27414,776,7936,7,3,1,1
1190,41,99474,588,9636,28,2,1,0
1191,34,37878,832,23588,12,0,1,0
1192,29,168334,647,32554,28,3,1,0
1193,56,54201,742,40922,18,3,0,1
1194,47,72520,645,34105,14,4,0,0
1195,52,24663,647,26104,11,1,1,0
1196,56,129713,597,13807,6,3,0,1
1197,70,109182,660,8936,12,5,1,1
1198,61,80392,678,17336,20,1,0,0
1199,52,22861,579,31149,11,5,0,1
